IATA,ICAO,Name,Country,City
RWF,KRWF,Redwood Falls Municipal Airport,United States,"Redwood Falls, Minnesota"
RWI,KRWI,Rocky Mount–Wilson Regional Airport,United States,"Rocky Mount, North Carolina"
RWL,KRWL,Rawlins Municipal Airport (Harvey Field),United States,"Rawlins, Wyoming"
RWN,UKLR,Rivne International Airport,Ukraine,Rivne
RXA,,Ar Rawdah Airport,Yemen,Ar Rawdah (Raudha)
RXE,KRXE,Rexburg–Madison County Airport,United States,"Rexburg, Idaho"
RXS,RPVR,Roxas Airport,Philippines,Roxas
RYB,UUBK,Staroselye Airport,Russia,"Rybinsk, Yaroslavl Oblast"
RYG,ENRY,"Moss Airport, Rygge / Rygge Air Station",Norway,Oslo / Moss
RYK,OPRK,Shaikh Zayed International Airport,Pakistan,Rahim Yar Khan
RYL,,Royal Airstrip,Zambia,Lower Zambezi National Park
RYN,LFCY,Royan – Médis Aerodrome,France,"Royan, Poitou-Charentes"
RYO,SAWT,Rio Turbio Airport,Argentina,"Río Turbio, Santa Cruz"
RZA,SAWU,Santa Cruz Airport,Argentina,"Puerto Santa Cruz, Santa Cruz"
RZE,EPRZ,Rzeszów–Jasionka Airport,Poland,Rzeszów
RZN,UUWR,Turlatovo Airport,Russia,"Ryazan, Ryazan Oblast"
RZP,RPSD,Cesar Lim Rodriguez Airport,Philippines,Taytay
RZR,OINR,Ramsar International Airport,Iran,Ramsar
RZS,OPSW,Sawan Airport,Pakistan,Sawan
RZZ,KRZZ,Halifax County Airport,United States,"Roanoke Rapids, North Carolina"
SAA,KSAA,Shively Field,United States,"Saratoga, Wyoming"
SAB,TNCS,Juancho E. Yrausquin Airport,Caribbean Netherlands,Saba
SAC,KSAC,Sacramento Executive Airport,United States,"Sacramento, California"
SAD,KSAD,Safford Regional Airport,United States,"Safford, Arizona"
SAF,KSAF,Santa Fe Municipal Airport,United States,"Santa Fe, New Mexico"
SAG,,Shirdi Airport,India,"Shirdi, Maharashtra"
SAH,OYSN,Sana'a International Airport (El Rahaba Airport),Yemen,Sana'a
SAK,BIKR,Sauðárkrókur Airport,Iceland,Sauðárkrókur
SAL,MSLP,Monseñor Óscar Arnulfo Romero International Airport,El Salvador,San Salvador
SAM,,Salamo Airport,Papua New Guinea,Salamo
SAN,KSAN,San Diego International Airport,United States,"San Diego, California"
SAO,,metropolitan area1,Brazil,"São Paulo, São Paulo"
SAP,MHLM,Ramón Villeda Morales International Airport,Honduras,San Pedro Sula
SAQ,MYAN,San Andros Airport,Bahamas,"Nicholls Town, Andros Island"
SAR,KSAR,Sparta Community Airport (Hunter Field),United States,"Sparta, Illinois"
SAS,KSAS,Salton Sea Airport,United States,"Salton City, California"
SAT,KSAT,San Antonio International Airport,United States,"San Antonio, Texas"
SAU,WATS,Tardamu Airport,Indonesia,Savu (Sawu)
SAV,KSAV,Savannah/Hilton Head International Airport,United States,"Savannah, Georgia"
SAW,LTFJ,Sabiha Gökçen International Airport,Turkey,Istanbul
SAX,,Sambú Airport,Panama,Sambú
SAY,LIQS,Siena–Ampugnano Airport,Italy,"Siena, Tuscany"
SAZ,GLST,Sasstown Airport,Liberia,Sasstown
SBA,KSBA,Santa Barbara Municipal Airport,United States,"Santa Barbara, California"
SBB,SVSB,Santa Bárbara de Barinas Airport,Venezuela,Santa Bárbara
SBC,AYSO,Selbang Airport,Papua New Guinea,Selbang
SBD,KSBD,San Bernardino International Airport,United States,"San Bernardino, California"
SBE,AYSA,Suabi Airport,Papua New Guinea,Suabi
SBF,OADS,Sardeh Band Airport,Afghanistan,Band-e Sardeh Dam
SBG,WITN,Maimun Saleh Airport,Indonesia,Sabang
SBH,TFFJ,Gustaf III Airport,Saint Barthélemy,Gustavia
SBI,GUSB,Sambailo Airport,Guinea,Koundara
SBJ,SNMX,São Mateus Airport,Brazil,"São Mateus, Espírito Santo"
SBK,LFRT,Saint-Brieuc – Armor Airport,France,"Saint-Brieuc, Brittany"
SBL,SLSA,Santa Ana del Yacuma Airport,Bolivia,Santa Ana del Yacuma
SBM,KSBM,Sheboygan County Memorial Airport,United States,"Sheboygan, Wisconsin"
SBN,KSBN,South Bend International Airport,United States,"South Bend, Indiana"
SBO,,Salina-Gunnison Airport,United States,"Salina / Gunnison, Utah"
SBP,KSBP,San Luis Obispo County Regional Airport (McChesney Field),United States,"San Luis Obispo, California"
SBQ,OPSB,Sibi Airport,Pakistan,Sibi
SBR,YSII,Saibai Island Airport,Australia,"Saibai Island, Queensland"
SBS,KSBS,Steamboat Springs Airport (Bob Adams Field),United States,"Steamboat Springs, Colorado"
SBT,USDA,Sabetta International Airport,Russia,"Sabetta, Yamalo-Nenets Autonomous Okrug"
SBU,FASB,Springbok Airport,South Africa,Springbok
SBV,AYSH,Sabah Airport,Papua New Guinea,Sabah
SBW,WBGS,Sibu Airport,Malaysia,"Sibu, Sarawak"
SBX,KSBX,Shelby Airport,United States,"Shelby, Montana"
SBY,KSBY,Salisbury–Ocean City–Wicomico Regional Airport,United States,"Salisbury / Ocean City, Maryland"
SBZ,LRSB,Sibiu International Airport,Romania,Sibiu
SCA,,Santa Catalina Airport,Colombia,Santa Catalina
SCB,KSCB,Scribner State Airport,United States,"Scribner, Nebraska"
SCC,PASC,Deadhorse Airport,United States,"Prudhoe Bay / Deadhorse, Alaska"
SCD,MHUL,Sulaco Airport,Honduras,Sulaco
SCE,KUNV,University Park Airport ,United States,"State College, Pennsylvania"
SCF,KSDL,Scottsdale Airport ,United States,"Phoenix / Scottsdale, Arizona"
SCG,YSPK,Spring Creek Airport,Australia,"Conjuboy, Queensland"
SCH,KSCH,Schenectady County Airport,United States,"Schenectady, New York"
SCI,SVPM,Paramillo Airport,Venezuela,San Cristóbal
SCK,KSCK,Stockton Metropolitan Airport,United States,"Stockton, California"
SCL,SCEL,Comodoro Arturo Merino Benítez International Airport,Chile,Santiago
SCM,PACM,Scammon Bay Airport,United States,"Scammon Bay, Alaska"
SCN,EDDR,Saarbrücken Airport,Germany,"Saarbrücken, Saarland"
SCO,UATE,Aktau Airport,Kazakhstan,Aktau
SCP,LFNC,Mont-Dauphin - Saint-Crépin Airport,France,"Mont-Dauphin, Provence-Alpes-Côte d'Azur"
SCQ,LEST,Santiago de Compostela Airport,Spain,"Santiago de Compostela, Galicia"
SCR,,Scandinavian Mountains Airport,Sweden,Malung-Sälen
SCS,EGPM,Scatsta Airport,United Kingdom,"Shetland Islands, Scotland"
SCT,OYSQ,Socotra Airport,Yemen,Socotra
SCU,MUCU,Antonio Maceo International Airport,Cuba,Santiago de Cuba
SCV,LRSV,Suceava International Airport (Ștefan cel Mare Int'l),Romania,Suceava
SCW,UUYY,Syktyvkar Airport,Russia,"Syktyvkar, Komi Republic"
SCX,MMSZ,Salina Cruz Airport,Mexico,"Salina Cruz, Oaxaca"
SCY,SEST,San Cristóbal Airport,Ecuador,"San Cristóbal Island, Galápagos Islands"
SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Airport,Solomon Islands,Santa Cruz Islands
SDB,FALW,Air Force Base Langebaanweg,South Africa,Saldanha Bay
SDC,,Sand Creek Airport,Guyana,Sand Creek Village
SDD,FNUB,Lubango Mukanka Airport,Angola,Lubango
SDE,SANE,Vicecomodoro Ángel de la Paz Aragonés Airport,Argentina,"Santiago del Estero, Santiago del Estero"
SDF,KSDF,Louisville International Airport (Standiford Field),United States,"Louisville, Kentucky"
SDG,OICS,Sanandaj Airport,Iran,Sanandaj
SDH,MHSR,Santa Rosa de Copán Airport,Honduras,Santa Rosa de Copán
SDI,AYSD,Saidor Airport,Papua New Guinea,Saidor
SDJ,RJSS,Sendai Airport,Japan,"Sendai, Honshu"
SDK,WBKS,Sandakan Airport,Malaysia,"Sandakan, Sabah"
SDL,ESNN,Sundsvall-Timrå Airport (Midlanda Airport),Sweden,Sundsvall / Härnösand
SDM,KSDM,Brown Field Municipal Airport,United States,"San Diego, California"
SDN,ENSD,"Sandane Airport, Anda",Norway,Sandane
SDP,PASD,Sand Point Airport,United States,"Sand Point, Alaska"
SDQ,MDSD,Las Américas International Airport,Dominican Republic,Santo Domingo
SDR,LEXJ,Santander Airport,Spain,"Santander, Cantabria"
SDS,RJSD,Sado Airport,Japan,"Sado, Niigata"
SDT,OPSS,Saidu Sharif Airport,Pakistan,Saidu Sharif
SDU,SBRJ,Santos Dumont Airport,Brazil,"Rio de Janeiro, Rio de Janeiro"
SDV,LLSD,Sde Dov Airport,Israel,Tel Aviv
SDX,KSEZ,Sedona Airport ,United States,"Sedona, Arizona"
SDY,KSDY,Sidney–Richland Municipal Airport,United States,"Sidney, Montana"
SDZ,,metropolitan area2,United Kingdom,"Shetland Islands, Scotland"
SEA,KSEA,Seattle–Tacoma International Airport,United States,"Seattle, Washington"
SEB,HLLS,Sabha Airport,Libya,Sabha (Sebha)
SED,,Sdom Airfield,Israel,Neve Zohar (Sedom)
SEE,KSEE,Gillespie Field,United States,"San Diego, California"
SEF,KSEF,Sebring Regional Airport,United States,"Sebring, Florida"
SEG,KSEG,Penn Valley Airport,United States,"Selinsgrove, Pennsylvania"
SEH,WAJS,Senggeh Airport,Indonesia,Senggeh
SEK,UESK,Srednekolymsk Airport,Russia,"Srednekolymsk, Yakutia"
SEL,,metropolitan area3,South Korea,Seoul
SEM,KSEM,Craig Field,United States,"Selma, Alabama"
SEN,EGMC,London Southend Airport,United Kingdom,"London / Southend, England"
SEO,DISG,Séguéla Airport,Ivory Coast,Séguéla
SEP,KSEP,Stephenville Clark Regional Airport,United States,"Stephenville, Texas"
SEQ,WIBS,Sei Pakning Airport,Indonesia,Bengkalis
SER,KSER,Freeman Municipal Airport,United States,"Seymour, Indiana"
SEU,HTSN,Seronera Airstrip,Tanzania,Seronera
SEV,,Severodonetsk Airport,Ukraine,Severodonetsk
SEW,,Siwa Oasis North Airport,Egypt,Siwa Oasis
SEY,GQNS,Sélibaby Airport,Mauritania,Sélibaby
SEZ,FSIA,Seychelles International Airport,Seychelles,Mahé
SFA,DTTX,Sfax–Thyna International Airport,Tunisia,Sfax
SFB,KSFB,Orlando Sanford International Airport,United States,"Orlando, Florida"
SFC,TFFC,Saint-François Airport,Guadeloupe,Saint-François
SFD,SVSR,Las Flecheras Airport,Venezuela,San Fernando de Apure
SFE,RPUS,San Fernando Airport,Philippines,San Fernando
SFF,KSFF,Felts Field,United States,"Spokane, Washington"
SFG,TFFG,L'Espérance Airport,Saint Martin,Grand Case
SFH,MMSF,San Felipe International Airport,Mexico,"San Felipe, Baja California"
SFJ,BGSF,Kangerlussuaq Airport,Greenland,Kangerlussuaq
SFK,SNSW,Soure Airport,Brazil,"Soure, Pará"
SFL,GVSF,São Filipe Airport,Cape Verde,"São Filipe, Fogo"
SFM,KSFM,Sanford Seacoast Regional Airport,United States,"Sanford, Maine"
SFN,SAAV,Sauce Viejo Airport,Argentina,"Santa Fe de la Vera Cruz, Santa Fe"
SFO,KSFO,San Francisco International Airport,United States,"San Francisco, California"
SFQ,LTCH,Şanlıurfa Airport,Turkey,Şanlıurfa
SFS,RPLB,Subic Bay International Airport,Philippines,Subic Bay
SFT,ESNS,Skellefteå Airport,Sweden,Skellefteå
SFU,,Safia Airport,Papua New Guinea,Safia
SFV,,Santa Fé do Sul Airport,Brazil,"Santa Fé do Sul, São Paulo"
SFX,,Macagua Airport,Venezuela,San Félix
SFY,,metropolitan area4,United States,"Springfield, Massachusetts"
SFZ,KSFZ,North Central State Airport,United States,"Pawtucket, Rhode Island"
SGA,OASN,Sheghnan Airport,Afghanistan,Shighnan
SGB,,Singaua Airport,Papua New Guinea,Singaua
SGC,USRR,Surgut International Airport,Russia,"Surgut, Khanty-Mansi Autonomous Okrug"
SGD,EKSB,Sønderborg Airport,Denmark,Sønderborg
SGE,EDGS,Siegerland Airport,Germany,"Siegen, North Rhine-Westphalia"
SGF,KSGF,Springfield–Branson National Airport,United States,"Springfield, Missouri"
SGH,KSGH,Springfield–Beckley Municipal Airport,United States,"Springfield, Ohio"
SGI,OPSR,PAF Base Mushaf,Pakistan,Sargodha
SGJ,,Sagarai Airport,Papua New Guinea,Sagarai
SGK,AYSK,Sangapi Airport,Papua New Guinea,Sangapi
SGL,RPLS,Sangley Point Airport,Philippines,Manila
SGM,,San Ignacio Airfield,Mexico,"San Ignacio, Baja California Sur"
SGN,VVTS,Tan Son Nhat International Airport,Vietnam,Ho Chi Minh City
SGO,YSGE,St George Airport,Australia,"St George, Queensland"
SGP,YSHG,Shay Gap Airport,Australia,"Shay Gap, Western Australia"
SGQ,WRLA,Sangkimah Airport,Indonesia,Sangatta
SGR,KSGR,Sugar Land Regional Airport,United States,"Houston / Sugar Land, Texas"
SGT,KSGT,Stuttgart Municipal Airport,United States,"Stuttgart, Arkansas"
SGU,KSGU,St. George Regional Airport,United States,"St. George, Utah"
SGV,SAVS,Sierra Grande Airport,Argentina,"Sierra Grande, Río Negro"
SGW,,Saginaw Seaplane Base,United States,"Saginaw Bay, Alaska"
SGX,HTSO,Songea Airport,Tanzania,Songea
SGY,PAGY,Skagway Airport,United States,"Skagway, Alaska"
SGZ,VTSH,Songkhla Airport,Thailand,Songkhla
SHA,ZSSS,Shanghai Hongqiao International Airport,China,Shanghai
SHB,RJCN,Nakashibetsu Airport,Japan,"Nakashibetsu, Hokkaido"
SHC,,Shire Airport,Ethiopia,Shire (Inda Selassie)
SHD,KSHD,Shenandoah Valley Regional Airport,United States,"Staunton / Waynesboro / Harrisonburg, Virginia"
SHE,ZYTX,Shenyang Taoxian International Airport,China,"Shenyang, Liaoning"
SHF,ZWHZ,Shihezi Huayuan Airport,China,"Shihezi, Xinjiang"
SHG,PAHG,Shungnak Airport,United States,"Shungnak, Alaska"
SHH,PASH,Shishmaref Airport,United States,"Shishmaref, Alaska"
SHI,RORS,Shimojishima Airport,Japan,"Shimoji-shima, Miyako Islands"
SHJ,OMSJ,Sharjah International Airport,United Arab Emirates,Sharjah
SHK,FXSH,Sehonghong Airport,Lesotho,Sehonghong
SHL,VEBI,Shillong Airport (Barapani Airport),India,"Shillong, Meghalaya"
SHM,RJBD,Nanki–Shirahama Airport,Japan,"Shirahama, Honshu"
SHN,KSHN,Sanderson Field,United States,"Shelton, Washington"
SHO,FDSK,King Mswati III International Airport,Swaziland,Manzini
SHQ,YSPT,Southport Airport,Australia,"Southport, Queensland"
SHR,KSHR,Sheridan County Airport,United States,"Sheridan, Wyoming"
SHS,ZHSS,Shashi Airport,China,"Jingzhou, Hubei"
SHT,YSHT,Shepparton Airport,Australia,"Shepparton, Victoria"
SHU,YSMP,Smith Point Airport,Australia,"Smith Point, Northern Territory"
SHV,KSHV,Shreveport Regional Airport,United States,"Shreveport, Louisiana"
SHW,OESH,Sharurah Domestic Airport,Saudi Arabia,Sharurah
SHX,PAHX,Shageluk Airport,United States,"Shageluk, Alaska"
SHY,HTSY,Shinyanga Airport,Tanzania,Shinyanga
SHZ,FXSS,Seshutes Airport,Lesotho,Seshote
SIA,ZLSN,Xi'an Xiguan Airport,China,"Xi'an, Shaanxi"
SIB,FCBS,Sibiti Airport,Republic of the Congo,Sibiti
SIC,,San José Airport,Panama,San José Island
SID,GVAC,Amílcar Cabral International Airport,Cape Verde,Sal
SIE,LPSI,Sines Airport,Portugal,Sines
SIF,VNSI,Simara Airport,Nepal,Simara
SIG,TJIG,Fernando Luis Ribas Dominicci Airport,Puerto Rico,San Juan
SIH,VNDT,Silgadhi Airport,Nepal,Dipayal Silgadhi
SII,GMMF,Sidi Ifni Airport (Sania Ramel Airport),Morocco,Sidi Ifni
SIJ,BISI,Siglufjörður Airport,Iceland,Siglufjörður
SIK,KSIK,Sikeston Memorial Municipal Airport,United States,"Sikeston, Missouri"
SIL,AYSG,Sila Airport,Papua New Guinea,Sila
SIM,AYSJ,Simbai Airport,Papua New Guinea,Simbai
SIN,WSSS,Singapore Changi Airport,Singapore,
SIO,YSMI,Smithton Airport,Australia,"Smithton, Tasmania"
SIP,UKFF,Simferopol International Airport,Simferopol,
SIQ,WIDS,Dabo Singkep Airport,Indonesia,Singkep
SIR,LSGS,Sion Airport,Switzerland,Sion
SIS,FASS,Sishen Airport,South Africa,Dingleton
SIT,PASI,Sitka Rocky Gutierrez Airport,United States,"Sitka, Alaska"
SIU,MNSI,Siuna Airport,Nicaragua,Siuna
SIV,KSIV,Sullivan County Airport,United States,"Sullivan, Indiana"
SIW,WIMP,Sibisa Airport,Indonesia,Parapat
SIX,YSGT,Singleton Airport,Australia,"Singleton, New South Wales"
SIY,KSIY,Siskiyou County Airport,United States,"Montague / Yreka, California"
SIZ,AYZN,Sissano Airport,Papua New Guinea,Sissano
SJA,SPJN,San Juan de Marcona Airport,Peru,San Juan de Marcona
SJB,SLJO,San Joaquín Airport,Bolivia,San Joaquín
SJC,KSJC,San Jose International Airport,United States,"San Jose, California"
SJD,MMSD,Los Cabos International Airport,Mexico,"San José del Cabo, Baja California Sur"
SJE,SKSJ,Jorge Enrique González Torres Airport,Colombia,San José del Guaviare
SJF,,Cruz Bay Seaplane Base,United States Virgin Islands,Saint John
SJG,,San Pedro de Jagua Airport,Colombia,San Pedro de Jagua
SJH,,San Juan del Cesar Airport,Colombia,San Juan del Cesar
SJI,RPUH,San Jose Airport,Philippines,San Jose
SJJ,LQSA,Sarajevo International Airport,Bosnia and Herzegovina,Sarajevo
SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,Brazil,"São José dos Campos, São Paulo"
SJL,SBUA,São Gabriel da Cachoeira Airport,Brazil,"São Gabriel da Cachoeira, Amazonas"
SJN,KSJN,St. Johns Industrial Air Park,United States,"St. Johns, Arizona"
SJO,MROC,Juan Santamaría International Airport,Costa Rica,San José
SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,Brazil,"São José do Rio Preto, São Paulo"
SJQ,FLSS,Sesheke Airport,Zambia,Sesheke
SJR,,San Juan de Urabá Airport,Colombia,San Juan de Urabá
SJS,SLJE,San José de Chiquitos Airport,Bolivia,San José de Chiquitos
SJT,KSJT,San Angelo Regional Airport (Mathis Field),United States,"San Angelo, Texas"
SJU,TJSJ,Luis Muñoz Marín International Airport,Puerto Rico,San Juan
SJV,SLJV,San Javier Airport,Bolivia,San Javier
SJW,ZBSJ,Shijiazhuang Zhengding International Airport,China,"Shijiazhuang, Hebei"
SJX,,Sarteneja Airport,Belize,Sarteneja
SJY,EFSI,Seinäjoki Airport,Finland,Seinäjoki
SJZ,LPSJ,São Jorge Airport,Portugal,"São Jorge Island, Azores"
SKA,KSKA,Fairchild Air Force Base,United States,"Spokane, Washington"
SKB,TKPK,Robert L. Bradshaw International Airport,Saint Kitts and Nevis,Saint Kitts
SKC,AYSU,Suki Airport,Papua New Guinea,Suki
SKD,UTSS,Samarkand International Airport,Uzbekistan,Samarkand
SKE,ENSN,"Skien Airport, Geiteryggen",Norway,Skien
SKF,KSKF,Kelly Field Annex / Lackland Air Force Base,United States,"San Antonio, Texas"
SKG,LGTS,"Thessaloniki Airport ""Macedonia""",Greece,Thessaloniki
SKH,VNSK,Surkhet Airport,Nepal,Surkhet
SKI,DABP,Skikda Airport,Algeria,Skikda
SKK,PFSH,Shaktoolik Airport ,United States,"Shaktoolik, Alaska"
SKL,EGEI,Broadford Airfield,United Kingdom,"Isle of Skye, Scotland"
SKM,,Skeldon Airport,Guyana,Skeldon
SKN,ENSK,"Stokmarknes Airport, Skagen",Norway,Stokmarknes
SKO,DNSO,Sadiq Abubakar III International Airport,Nigeria,Sokoto
SKP,LWSK,"Skopje ""Alexander the Great"" Airport",North Macedonia,Skopje
SKQ,FXSK,Sekake Airport,Lesotho,Sekake
SKR,HASK,Shakiso Airport,Ethiopia,Shakiso
SKS,EKSP,Vojens Airport (Skrydstrup Airport),Denmark,Vojens
SKT,OPST,Sialkot International Airport,Pakistan,Sialkot
SKU,LGSY,Skyros Island National Airport,Greece,Skyros
SKV,HESC,St. Catherine International Airport,Egypt,Saint Catherine
SKW,PASW,Skwentna Airport,United States,"Skwentna, Alaska"
SKX,UWPS,Saransk Airport,Russia,"Saransk, Mordovia"
SKY,KSKY,Griffing Sandusky Airport,United States,"Sandusky, Ohio"
SKZ,OPSK,Sukkur Airport,Pakistan,Sukkur
SLA,SASA,Martín Miguel de Güemes International Airport,Argentina,"Salta, Salta"
SLB,KSLB,Storm Lake Municipal Airport,United States,"Storm Lake, Iowa"
SLC,KSLC,Salt Lake City International Airport,United States,"Salt Lake City, Utah"
SLD,LZSL,Sliač Airport,Slovakia,Sliač
SLE,KSLE,McNary Field,United States,"Salem, Oregon"
SLF,OESL,Sulayel Airport,Saudi Arabia,As Sulayyil (Sulayel)
SLG,KSLG,Smith Field,United States,"Siloam Springs, Arkansas"
SLH,NVSC,Vanua Lava Airport,Vanuatu,"Sola, Vanua Lava"
SLI,FLSW,Solwezi Airport,Zambia,Solwezi
SLJ,YSOL,Solomon Airport,Australia,"Karijini National Park, Western Australia"
SLK,KSLK,Adirondack Regional Airport,United States,"Saranac Lake, New York"
SLL,OOSA,Salalah International Airport,Oman,Salalah
SLM,LESA,Salamanca Airport,Spain,"Salamanca, Castile and León"
SLN,KSLN,Salina Regional Airport,United States,"Salina, Kansas"
SLO,KSLO,Salem–Leckrone Airport,United States,"Salem, Illinois"
SLP,MMSP,Ponciano Arriaga International Airport,Mexico,"San Luis Potosí City, San Luis Potosí"
SLQ,PASL,Sleetmute Airport,United States,"Sleetmute, Alaska"
SLR,KSLR,Sulphur Springs Municipal Airport,United States,"Sulphur Springs, Texas"
SLS,LBSS,Silistra Airfield,Bulgaria,Silistra
SLT,KANK,Harriet Alexander Field ,United States,"Salida, Colorado"
SLU,TLPC,George F. L. Charles Airport,Saint Lucia,Castries
SLV,VISM,Shimla Airport,India,"Simla, Himachal Pradesh"
SLW,MMIO,Plan de Guadalupe International Airport,Mexico,"Saltillo, Coahuila"
SLX,MBSY,Salt Cay Airport,British Overseas Territory of Turks and Caicos Islands,Salt Cay
SLY,USDD,Salekhard Airport,Russia,"Salekhard, Yamalo-Nenets Autonomous Okrug"
SLZ,SBSL,Marechal Cunha Machado International Airport,Brazil,"São Luís, Maranhão"
SMA,LPAZ,Santa Maria Airport,Portugal,"Santa Maria Island, Azores"
SMB,SCSB,Franco Bianco Airport,Chile,Cerro Sombrero
SMC,,Santa María Airport,Colombia,Santa María
SMD,KSMD,Smith Field,United States,"Fort Wayne, Indiana"
SME,KSME,Lake Cumberland Regional Airport,United States,"Somerset, Kentucky"
SMF,KSMF,Sacramento International Airport,United States,"Sacramento, California"
SMG,SPMR,Santa María Airport,Peru,Santa María del Mar
SMH,AYSP,Sapmanga Airport,Papua New Guinea,Sapmanga
SMI,LGSM,"Samos International Airport ""Aristarchos of Samos""",Greece,Samos
SMJ,,Sim Airport,Papua New Guinea,Sim
SMK,PAMK,St. Michael Airport,United States,"St. Michael, Alaska"
SML,MYLS,Stella Maris Airport,Bahamas,"Stella Maris, Long Island"
SMM,WBKA,Semporna Airport,Malaysia,"Semporna, Sabah"
SMN,KSMN,Lemhi County Airport,United States,"Salmon, Idaho"
SMO,KSMO,Santa Monica Municipal Airport,United States,"Santa Monica, California"
SMP,,Stockholm Airport,Papua New Guinea,Stockholm
SMQ,WAOS,H. Asan Airport,Indonesia,Sampit
SMR,SKSM,Simón Bolívar International Airport,Colombia,Santa Marta
SMS,FMMS,Sainte Marie Airport,Madagascar,Île Sainte-Marie
SMU,PASP,Sheep Mountain Airport,United States,"Sheep Mountain, Alaska"
SMV,LSZS,Samedan Airport (Engadin Airport),Switzerland,St. Moritz
SMW,GMMA,Smara Airport,Morocco,Smara
SMX,KSMX,Santa Maria Public Airport (Capt. G. Allan Hancock Field),United States,"Santa Maria, California"
SMY,GOTS,Simenti Airport,Senegal,Simenti
SMZ,SMST,Stoelmans Eiland Airstrip,Suriname,Stoelmans Eiland (Stoelmanseiland)
SNA,KSNA,John Wayne Airport (Orange County Airport),United States,"Santa Ana, California"
SNB,YSNB,Snake Bay Airport,Australia,"Milikapiti, Northern Territory"
SNC,SESA,General Ulpiano Paez Airport,Ecuador,Salinas
SNE,GVSN,Preguiça Airport,Cape Verde,São Nicolau
SNF,SVSP,Sub Teniente Nestor Arias Airport,Venezuela,San Felipe
SNG,SLSI,Capitán Av. Juan Cochamanidis Airport,Bolivia,San Ignacio de Velasco
SNH,YSPE,Stanthorpe Airport,Australia,"Stanthorpe, Queensland"
SNI,GLGE,Greenville/Sinoe Airport (R.E. Murray Airport),Liberia,Greenville
SNJ,MUSJ,San Julián Air Base,Cuba,Guane
SNK,KSNK,Winston Field Airport,United States,"Snyder, Texas"
SNL,KSNL,Shawnee Regional Airport,United States,"Shawnee, Oklahoma"
SNM,SLSM,San Ignacio de Moxos Airport,Bolivia,San Ignacio de Moxos
SNN,EINN,Shannon Airport,Ireland,Shannon
SNO,VTUI,Sakon Nakhon Airport,Thailand,Sakon Nakhon
